store,list,_name_,FACTS,M_2014_01,M_2014_02,M_2014_03,M_2014_04,M_2014_05,M_2014_06,M_2014_07,M_2014_08,M_2014_09,M_2014_10,M_2014_11,M_2014_12,M_2015_01,M_2015_02,M_2015_03,M_2015_04,M_2015_05,M_2015_06,M_2015_07,M_2015_08,M_2015_09,M_2015_10,M_2015_11,M_2015_12,M_2016_01,M_2016_02,M_2016_03,M_2016_04,M_2016_05,M_2016_06,YEAR_2014_COMMON,YEAR_2014_NONCOMMON,YEAR_2015_COMMON,YEAR_2015_NONCOMMON,YEAR_2016_COMMON
' Pandora Ayios Antonios,All,Quantity,Quantity,139457.389999999,124039.8,143056.18,137306.5,132400.889999999,115364.8,116288.809999999,122227.899999999,128777.63,137662.52,131149.899999999,123814.59,106615.89,113540.42,129612.74,125195.68,122633.01,113003.01,114683.299999999,117948.65,122921.18,129594.9,121812.09,133066.069999999,125218.67,119904.64,130699.149999999,131618.9,123525.59,120778.65,791625.559999999,759921.349999999,710600.750000001,740026.19,751745.600000001
' Pandora Ayios Antonios,All,Avg_basket,Average Basket,6.12302643555746,6.09641954397456,6.29263338715118,6.51380499289707,6.18732380164934,6.11301565660102,6.0370514715772,6.44910793914458,5.97057015949949,6.0054929417773,6.06959542638589,6.44713717777974,6.05807935581218,6.23774622300939,6.08191619501552,6.39350709343666,6.15313286654134,6.01248690026038,5.94358910215627,6.43357428532519,6.02276158685353,6.06202595339014,6.08087734512163,6.67884512592429,6.42448705857774,6.15674782645965,6.36863735566099,6.4949771877269,6.345973073985,6.30166350121169,6.22656166790573,6.15730814139753,6.159393607499,6.21013643125336,6.35159826968194
' Pandora Ayios Antonios,All,Avg_price_item,Average Price Per Item,2.2670901126144,2.26330677734105,2.34301943474231,2.43807816818547,2.317380192837,2.3318679527901,2.31776557004957,2.4138006952585,2.29637973613903,2.30849086592362,2.32329387975132,2.46238080665635,2.33570633795783,2.38911279348807,2.36284558138348,2.48737456436212,2.37193109750798,2.33544310014422,2.27889762502488,2.40033158497379,2.28982295809406,2.2961762384169,2.36017459350714,2.572889392465,2.44807263964739,2.39780387147663,2.4559613432836,2.5200939226815,2.48797945429784,2.38999442368335,2.32772759383871,2.35242427390688,2.38212086041295,2.3693349555643,2.45126235524374
' Pandora Ayios Antonios,All,Avg_quantity,Average Quantity Purchased,2.70083063813303,2.69358957654723,2.68569406375549,2.6716965345475,2.66996491157311,2.6215102142841,2.60468597410741,2.67176488589664,2.59999252977993,2.60148005366895,2.61249576701659,2.61825350504346,2.59368194424172,2.61090486812151,2.57397954522887,2.57038372307882,2.59414486070273,2.57445231694537,2.60809833530427,2.68028564286689,2.63023023922626,2.64005255867014,2.57645233613232,2.59585396305182,2.62430409724405,2.56766114180479,2.59313420102376,2.57727584248761,2.55065332755168,2.63668544108979,2.67495289585726,2.61743096672418,2.58567636506539,2.62104622086845,2.59115400523921
' Pandora Ayios Antonios,Lch,Sales,Sales,,,,,2035.43,1256.81999999999,1758.98,20478.82,31641.7799999999,36477.3999999999,46315.99,51819.3,48014.6,61308.18,77407.9000000003,76140.0100000001,76359.2399999999,71820.2799999999,66292.3699999999,72843.2799999999,80297.6099999998,89748.0200000001,93260.2299999999,107729.07,95097.41,105920.06,123653.99,127455.19,119548.87,112883.69,3292.25,188492.27,411050.21,510170.58,684559.210000002
' Pandora Ayios Antonios,Lch,Salesonstore,Sales % On Total Store Sales,,,,,0.00663388557319,0.00467192445579,0.00652609614803,0.06941177822377,0.10699827412429,0.11478364180016,0.15200533797598,0.16996695767531,0.19281159148851,0.22601188295236,0.25275645394592,0.24450198942834,0.26251380093409,0.27213712444405,0.25365215045636,0.2572914051056,0.28528175200467,0.30160028440776,0.32438589095289,0.3146621195412,0.31022393493402,0.36840759212765,0.38522445072314,0.38425766627644,0.38899296659575,0.39106066889003,0.0017866555927,0.10544093450834,0.24283172257007,0.29096574212929,0.37149273693577
' Pandora Ayios Antonios,Lch,Salesontotal,Sales % On National Sales,,,,,0.0020911315119,0.00143705464649,0.00200767011753,0.02208101252796,0.03440136495719,0.03831654190073,0.0498226024099,0.04966147465961,0.04871837542046,0.06863906096558,0.07590388501252,0.07326795030866,0.07873019834866,0.07915825324184,0.07375436375973,0.07825846108141,0.08382026212952,0.09096825175475,0.0964135100116,0.09583057179436,0.09412453224598,0.11248376555503,0.11841815609602,0.11322765606272,0.11541541354157,0.11674978439021,0.00057238531917,0.03337077782575,0.07068852035077,0.08697602246299,0.11177294455459
' Pandora Ayios Antonios,Lch,No_customers,Number Of Customers,,,,,5,2,43,764,1055,1207,1634,1753,1898,2338,2754,2760,2779,2692,2594,2748,3098,3293,3318,3566,3913,3815,4208,4503,4443,4097,5,2814,5444,6723,8993
' Pandora Ayios Antonios,Lch,Visits,Visits,,,,,273,177,397,2854,4626,5260,6816,6888,6976,8624,10942,10223,10786,10049,9358,9570,11309,12653,13183,13457,12758,14584,16221,16713,16062,14991,450,26841,57600,69530,91329
' Pandora Ayios Antonios,Lch,Quantity,Quantity,,,,,686.449999999999,471.44,717.61,8063.27,13024.99,15428.8099999999,19015.9699999999,20672.91,20557.64,26593.84,33142.8299999999,30394.21,33062.41,30319.08,28231.3599999999,28963.94,34366.43,39089.82,40137.4699999999,40236.8999999999,38706.49,43219.0599999999,48077.1099999999,48748.47,46437.71,44385.79,1157.89,76923.56,174070.01,211025.92,269574.63
' Pandora Ayios Antonios,Lch,Avg_basket,Average Basket,,,,,7.45578754578755,7.10067796610169,4.43068010075566,7.17548002803083,6.83998702983138,6.93486692015208,6.79518632629109,7.52312717770035,6.88282683486238,7.10901901669759,7.07438311094866,7.44791255013206,7.07947709994436,7.14700766245397,7.08403184441119,7.61162800417972,7.10032805729948,7.09302299849839,7.07427975422892,8.00542988779077,7.45394340805769,7.26275781678553,7.62308057456388,7.62611081194283,7.44296289378658,7.5300973917684,7.31611111111111,7.02255020304758,7.13628836805556,7.33741665468143,7.49552945942692
' Pandora Ayios Antonios,Lch,Avg_price_item,Average Price Per Item,,,,,2.96515405346347,2.6659171898863,2.4511642814342,2.53976612466158,2.42931318949188,2.36423936778014,2.43563646766376,2.50662823956569,2.33560856207229,2.30535266813668,2.33558510241884,2.50508271147695,2.30954851748556,2.36881462102411,2.34818195085181,2.5149644696129,2.33651298665586,2.29594354745046,2.32352039129521,2.6773700260209,2.45688539570495,2.45077195107899,2.57199299209126,2.6145474924649,2.57439201890015,2.5432394016193,2.84331844993911,2.45038412158771,2.36140740153918,2.41757306401033,2.53940517325388
' Pandora Ayios Antonios,Lch,Avg_quantity,Average Quantity Purchased,,,,,2.51446886446886,2.66350282485875,1.80758186397984,2.82525227750525,2.81560527453523,2.93323384030418,2.78990170187793,3.00129355400697,2.94690940366973,3.08370129870129,3.02895540120636,2.97312041475105,3.06530780641572,3.01712409194945,3.0168155588801,3.02653500522466,3.03885666283491,3.08937169050818,3.04463854964727,2.99003492606078,3.03389951403041,2.96345721338453,2.96388077183897,2.91679949739723,2.89115365458847,2.96082916416516,2.57308888888888,2.8658976938266,3.02204878472222,3.03503408600604,2.95168708734356
' Pandora Ayios Antonios,Lch,Avg_spend,Average Spending,,,,,407.086,628.409999999999,40.9065116279069,26.8047382198952,29.9922085308056,30.2215410107704,28.3451591187271,29.5603536794067,25.2974710221285,26.2224893071001,28.1074437182281,27.5869601449275,27.4772364159769,26.6791530460624,25.5560408635312,26.5077438136826,25.919176888315,27.2541815973277,28.1073628691982,30.2100588895121,24.3029414771275,27.7641048492792,29.3854538973385,28.3045058849657,26.907240603196,27.5527678789358,658.45,66.9837491115849,75.5051818515798,75.8843641231593,76.1213399310577
' Pandora Ayios Antonios,Lch,Avg_visits,Average Visits,,,,,54.6,88.5,9.23255813953488,3.73560209424083,4.38483412322274,4.35791217895609,4.17135862913096,3.92926411865373,3.6754478398314,3.68862275449101,3.97312999273783,3.70398550724637,3.88125224901043,3.73291233283803,3.60755589822667,3.4825327510917,3.65041962556488,3.8423929547525,3.97317661241711,3.77369601794728,3.26041400460005,3.82280471821756,3.85480038022813,3.71152564956695,3.61512491559756,3.65901879423968,90,9.53837953091684,10.5804555473916,10.3421091774505,10.1555654397865
' Pandora Ayios Antonios,Nlch,Sales,Sales,316162.470000009,280740.120000028,335183.409999995,334763.979999959,304787.769999989,267758.660000041,267771.220000035,274554.969999986,264080.56000001,281315.270000029,258383.769999998,253059.370000026,201008.810000015,209952.690000009,228846.990000006,235268.540000019,214517.810000008,192091.820000029,195059.130000015,210272.59000002,201170.130000013,207824.710000015,194237.570000005,234635.210000004,211446.990000036,181587.750000012,197338.070000024,204236.800000024,187780.260000019,175776.610000004,1839396.41000002,1599165.16000008,1281686.66000008,1243199.34000007,1158166.48000012
' Pandora Ayios Antonios,Nlch,Salesonstore,Sales % On Total Store Sales,1,1,1,1,0.9933661144268,0.9953280755442,0.99347390385196,0.93058822177622,0.8930017258757,0.88521635819983,0.84799466202401,0.83003304232468,0.80718840851148,0.77398811704763,0.74724354605407,0.75549801057165,0.7374861990659,0.72786287555594,0.74634784954363,0.74270859489439,0.71471824799532,0.69839971559223,0.6756141090471,0.68533788045879,0.68977606506597,0.63159240787234,0.61477554927685,0.61574233372355,0.61100703340424,0.60893933110996,0.99821334440729,0.89455906549165,0.75716827742992,0.7090342578707,0.62850726306422
' Pandora Ayios Antonios,Nlch,Salesontotal,Sales % On National Sales,0.32446076496342,0.32415895226847,0.3290736864359,0.32040473731277,0.31312858230951,0.30615667040013,0.30562955618037,0.29603520770165,0.28711190466087,0.29549881105213,0.27794616593282,0.24252163751026,0.20395510258132,0.23505762997367,0.2244005536182,0.22639402986568,0.22117859908796,0.21171809596466,0.21701535227476,0.2259042879591,0.20999545352882,0.21065033568583,0.20080505805984,0.20872013781788,0.20928381780928,0.19284046760044,0.18898225910017,0.18143830899122,0.18128767225359,0.18179669107506,0.31979451779953,0.28311710215514,0.22041232760527,0.21194584313706,0.18910223668459
' Pandora Ayios Antonios,Nlch,Visits,Visits,51635,46050,53266,51393,49316,43830,44249,42894,44904,47657,43385,40401,34130,34863,39413,38484,36487,33845,34614,34436,35425,36435,34096,37804,34957,32114,34181,34356,32367,30816,295490,263490,217222,212810,198791
' Pandora Ayios Antonios,Nlch,Quantity,Quantity,139457.389999999,124039.8,143056.18,137306.5,131714.439999999,114893.36,115571.199999999,114164.629999999,115752.64,122233.71,112133.929999999,103141.68,86058.2500000001,86946.5800000002,96469.91,94801.4700000001,89570.6000000002,82683.9300000001,86451.9399999998,88984.7100000003,88554.7500000001,90505.08,81674.6200000001,92829.1699999998,86512.1800000002,76685.5800000003,82622.04,82870.43,77087.8800000002,76392.8600000002,790467.669999999,682997.79,536530.740000001,529000.27,482170.970000001
' Pandora Ayios Antonios,Nlch,Avg_basket,Average Basket,6.12302643555746,6.09641954397456,6.29263338715118,6.51380499289707,6.18030193040776,6.10902715035458,6.05146376189373,6.40077796428373,5.88100302868364,5.90291604591203,5.95560147516419,6.2636907502296,5.8895051274543,6.02222097926195,5.80638342678828,6.11341180750493,5.879294269192,5.6756336238744,5.63526694401154,6.10618509699211,5.67876160903353,5.70398545354783,5.69678466682326,6.20662390223269,6.04877392224838,5.6544731269855,5.77332640940945,5.94471999068647,5.80159607007198,5.70406963914862,6.22490239940445,6.06916831758354,5.90035383156443,5.84182763967893,5.82605087755543
' Pandora Ayios Antonios,Nlch,Avg_price_item,Average Price Per Item,2.2670901126144,2.26330677734105,2.34301943474231,2.43807816818547,2.31400422003837,2.33049725414976,2.31693726464756,2.40490395317697,2.28142148636964,2.30145407514857,2.30424252498774,2.45351219797879,2.33572969471277,2.41473201131095,2.37221108633776,2.48169717199553,2.3949578321459,2.32320621431551,2.25627244455145,2.36301933219785,2.27170343770393,2.29627673938319,2.37818761813652,2.52760215350417,2.444129716764,2.3679517061749,2.3884434468094,2.46453167915291,2.43592455779065,2.30095600557438,2.32697234790136,2.34139141211582,2.38884105689841,2.35009207084161,2.40198301444842
' Pandora Ayios Antonios,Nlch,Avg_quantity,Average Quantity Purchased,2.70083063813303,2.69358957654723,2.68569406375549,2.6716965345475,2.67082569551462,2.62134063426877,2.61183755565096,2.6615524315755,2.57778015321574,2.56486371362025,2.58462440935806,2.55294868938888,2.52148403164371,2.49395003298626,2.44766726714535,2.46339959463673,2.45486337599693,2.44301758014478,2.49760039290459,2.58406057614125,2.49978122794636,2.48401482091395,2.39543113561708,2.45553830282509,2.47481706096061,2.38791741919413,2.41719200725549,2.41210938409593,2.38168134210771,2.4789998701973,2.67510802396019,2.59212034612319,2.46996501275193,2.48578671115079,2.42551710087479
' Pandora Kaimakli,All,Sales,Sales,125536.790000016,108302.570000003,126579.700000029,129056.530000028,122176.770000017,109100.109999995,111318.049999996,120339.90000001,118956.600000008,123930.11000001,123488.000000006,99913.8099999994,89023.7599999996,80150.790000002,91593.5200000021,91921.630000001,87893.85,82033.8800000001,80193.9699999997,81873.1300000005,86516.6800000003,88119.7099999998,84685.019999999,96579.52,86530.530000001,77322.4200000005,86205.860000001,91994.6100000013,85146.9500000013,81156.450000001,720752.470000091,697946.470000031,522617.430000005,517968.029999999,508356.820000006
' Pandora Kaimakli,All,Salesontotal,Sales % On National Sales,0.12883174563526,0.12505247778329,0.12427240508998,0.1235208268021,0.1255202555577,0.12474564377444,0.12705654557035,0.12975488038443,0.12933120104707,0.1301785010055,0.13283735328544,0.09575326458406,0.0903286283968,0.08973476233106,0.08981388217445,0.08845427547398,0.09062295858533,0.09041539029715,0.08922075398295,0.08795959157411,0.09031216241898,0.08931780293131,0.08754835821874,0.08591247121343,0.08564529424352,0.08211397315511,0.08255567803248,0.08172546022413,0.08220295554491,0.08393593476059,0.12530887161865,0.12356483682136,0.08987479372952,0.08830536447709,0.08300310305635
' Pandora Kaimakli,All,Visits,Visits,26106,23152,26229,25843,26187,23602,23348,24282,25734,26647,25367,19148,18639,16875,19556,18744,18620,17938,16959,17121,18448,18915,18094,18558,17701,16186,17605,18178,17531,16968,151119,144526,110372,108095,104169
' Pandora Kaimakli,All,Quantity,Quantity,66585.9200000001,58795.01,66977.8700000001,64503.7800000002,65602.6299999999,58770.6499999999,58893.2599999998,61249.78,64910.86,67843.1499999998,65208.27,47738.6999999999,46203.91,41897.5,49139.58,46017.9,46996.31,45062.34,43013.79,43107.0199999999,47396.88,48640.61,46512.91,47049.62,45054.43,41143.83,43815.73,45838.39,44568.9,42857.94,381235.86,365844.019999999,275317.54,275720.83,263279.22
' Pandora Kaimakli,All,Avg_basket,Average Basket,4.80873324140108,4.67789262266772,4.82594456517708,4.99386797198576,4.66555046397132,4.62249428014558,4.76777668322752,4.95593031875506,4.62254604803017,4.65080909670919,4.86805692435078,5.21797628995192,4.77620902408925,4.74967644444456,4.68365309879331,4.90405623132741,4.72040010741138,4.57318987624039,4.72869685712599,4.78202967116409,4.68975932350392,4.65872112080358,4.68028186139046,5.20419872831124,4.88845432461448,4.77711726183124,4.89666912808867,5.06076631092536,4.85693628429646,4.78291195190953,4.76943647059662,4.82921045348263,4.73505445221618,4.79178528146537,4.88011615739813
' Pandora Kaimakli,All,Avg_price_item,Average Price Per Item,1.88533536819821,1.84203676468467,1.88987347612024,2.00075918031513,1.86237609681223,1.8563706543997,1.89016620917226,1.96474011825039,1.83261475814691,1.82671515105077,1.89374752619577,2.09293110201994,1.926758146659,1.91302082463158,1.8639459270918,1.99751900890742,1.87022874774636,1.82045317664373,1.86437814477635,1.89929923246841,1.82536656421267,1.81164894930387,1.82067774301799,2.05271625998254,1.92057762133492,1.879319936914,1.96746373962047,2.00693370775023,1.91045661885308,1.89361527875583,1.89056840036005,1.90777061218612,1.89823514331852,1.87859593343019,1.93086571739313
' Pandora Kaimakli,All,Avg_quantity,Average Quantity Purchased,2.55059832988585,2.53952185556323,2.55358076937741,2.49598653407113,2.50516019398938,2.49007075671553,2.52241134144251,2.52243554896631,2.52237739954923,2.5459957969002,2.57059447313438,2.49314288698558,2.47888352379419,2.48281481481481,2.51276232358355,2.45507362355954,2.5239693877551,2.51211617794626,2.53633999646205,2.51778634425559,2.56921509106678,2.57153634681469,2.57062617442246,2.53527427524518,2.54530422010056,2.54193933028543,2.48882306163022,2.52164099460886,2.54229079915578,2.52580975954738,2.52275266511822,2.5313370604597,2.49445094770413,2.55072695314307,2.52742389770469
' Pandora Kaimakli,Lch,Sales,Sales,,,,,47.03,20.2,403.62,15035.81,24715.73,30225.75,35711.08,33309.02,29468.86,31753.94,39371.06,38417.16,38278.0299999999,36275.65,34695.63,36670.67,41199.9599999999,43620.5799999999,40290.3399999999,44862.22,41852.95,39224.65,44900.7799999999,49208.04,46341.3299999999,43240.17,67.23,139401.01,213564.7,241339.4,264767.92
' Pandora Kaimakli,Lch,Salesonstore,Sales % On Total Store Sales,,,,,0.00038493405906,0.00018515105071,0.00362582707835,0.12494451133829,0.20777098538457,0.24389351385226,0.28918664161698,0.33337753810009,0.33102241469019,0.39617750492539,0.42984547378459,0.41793384212181,0.4355029390566,0.44220327016106,0.43264636979563,0.44789627561569,0.47620828723432,0.49501501990871,0.47576702467567,0.46451069543522,0.4836784196283,0.50728689039996,0.52085531076424,0.53490133824143,0.54425120336076,0.53280016560605,0.00009327751592,0.19973023146029,0.40864442657413,0.46593493424681,0.52083086049676
' Pandora Kaimakli,Lch,Salesontotal,Sales % On National Sales,,,,,0.00004831702146,0.00002309678701,0.00046068506341,0.01621216012339,0.02687127108251,0.03174969203825,0.0384147880779,0.03192198761208,0.02990080068756,0.03555089424539,0.03860609073571,0.03696803520094,0.03946656480991,0.03998198126229,0.03860103532115,0.03939677347072,0.04300740018197,0.04421365399624,0.04165262190497,0.03990726174991,0.0414247805683,0.04165534210024,0.04299956333696,0.04371505804228,0.04473905747512,0.04472107994074,0.00001168850026,0.02467963345868,0.03672683354706,0.04114455419127,0.04323057758874
' Pandora Kaimakli,Lch,No_customers,Number Of Customers,,,,,1,1,10,652,864,1057,1201,1104,1104,1232,1419,1426,1473,1430,1364,1480,1603,1663,1632,1736,1935,1683,1904,1962,1902,1854,1,1721,2504,3006,3749
' Pandora Kaimakli,Lch,Visits,Visits,,,,,9,5,73,2607,4535,5564,6369,5588,5407,5945,7488,6832,7054,6915,6354,6832,7710,8218,7781,7937,7851,7573,8505,8720,8615,8139,14,24736,39641,44832,49403
' Pandora Kaimakli,Lch,Quantity,Quantity,,,,,33,14.08,200.29,7436.25,12998.17,16128.8799999999,18559.68,15644.7,15275.61,16546.17,21404.51,18715.5799999999,19765.94,19276.3,17779.54,18603.11,22017.95,23030.4,21958.74,21123.09,21259.3799999999,20438.55,22416.22,23610.53,23482.7499999999,22236.8899999999,47.08,70967.97,110984.11,124512.83,133444.32
' Pandora Kaimakli,Lch,Avg_basket,Average Basket,,,,,5.22555555555555,4.04,5.52904109589041,5.76747602608362,5.44999558985668,5.43237778576564,5.60701523002041,5.96081245526128,5.45013131126319,5.34128511354079,5.25788728632479,5.6231206088993,5.42642897646725,5.2459363702097,5.46043909348443,5.36748682669789,5.34370428015563,5.30793137016305,5.17804138285566,5.65228927806477,5.33090689084193,5.17953915225142,5.27933921222809,5.64312385321101,5.37914451538014,5.31271286398821,4.80214285714285,5.63555182729625,5.38747004364169,5.38319503925767,5.359349027387
' Pandora Kaimakli,Lch,Avg_price_item,Average Price Per Item,,,,,1.42515151515151,1.43465909090909,2.01517799191172,2.02196133804,1.90147766954887,1.87401419069396,1.92412153657821,2.12909291964691,1.92914456443965,1.91911119008205,1.83938151352215,2.05268337930216,1.93656512161829,1.88187826501974,1.95143575143114,1.97121180275771,1.8711987264936,1.89404352507989,1.8348202128173,2.12384741058245,1.96868158902094,1.91915033111448,2.00304868528235,2.08415651829925,1.97342006366375,1.94452416682369,1.42799490229396,1.96428064660719,1.92428177330971,1.93826933336909,1.98410782864343
' Pandora Kaimakli,Lch,Avg_quantity,Average Quantity Purchased,,,,,3.66666666666666,2.816,2.74369863013698,2.852416570771,2.86618963616317,2.89879223580158,2.91406500235515,2.79969577666428,2.82515442944331,2.78320773759462,2.85850827991453,2.73939988290398,2.80208959455628,2.78760665220535,2.79816493547371,2.72293764637002,2.85576523994812,2.80243368216111,2.82209741678447,2.66134433665112,2.70785632403515,2.69887098904001,2.63565196942974,2.70762958715596,2.72579802669761,2.73214031207765,3.36285714285714,2.86901560478654,2.79973032970914,2.7773204407566,2.7011379875716
' Pandora Kaimakli,Lch,Avg_spend,Average Spending,,,,,47.03,20.2,40.362,23.0610582822086,28.6061689814815,28.5957899716178,29.734454621149,30.1712137681159,26.6928079710145,25.7743019480519,27.7456377730796,26.9405049088359,25.98644263408,25.3675874125874,25.4366788856305,24.7774797297297,25.7017841547098,26.2300541190619,24.6877083333332,25.8422926267281,21.6294315245478,23.3063874034462,23.5823424369747,25.0805504587156,24.3645268138801,23.322637540453,67.23,81.0000058105753,85.2894169329074,80.2858948769128,70.6236116297679
' Pandora Kaimakli,Lch,Avg_visits,Average Visits,,,,,9,5,7.3,3.99846625766871,5.24884259259259,5.2639545884579,5.30308076602831,5.06159420289855,4.89764492753623,4.82548701298701,5.27695560253699,4.79102384291725,4.78886625933469,4.83566433566433,4.65835777126099,4.61621621621621,4.80973175296319,4.94167167769092,4.76776960784313,4.57200460829493,4.05736434108527,4.49970291146761,4.46691176470588,4.44444444444444,4.52944269190326,4.38996763754045,14,14.3730389308541,15.8310702875399,14.9141716566866,13.1776473726327
' Pandora Kaimakli,Nlch,Sales,Sales,125536.790000016,108302.570000003,126579.700000029,129056.530000028,122129.740000017,109079.909999996,110914.429999996,105304.09000001,94240.8700000084,93704.3600000099,87776.9200000063,66604.7899999993,59554.8999999995,48396.850000002,52222.460000002,53504.470000001,49615.82,45758.23,45498.3399999996,45202.4600000005,45316.7200000004,44499.1299999998,44394.679999999,51717.3,44677.5800000009,38097.7700000005,41305.0800000011,42786.5700000013,38805.6200000013,37916.280000001,720685.240000091,558545.46000003,309052.730000004,276628.629999999,243588.900000006
' Pandora Kaimakli,Nlch,Salesonstore,Sales % On Total Store Sales,1,1,1,1,0.99961506594093,0.99981484894928,0.99637417292164,0.87505548866171,0.79222901461542,0.75610648614773,0.71081335838301,0.6666224618999,0.6689775853098,0.6038224950746,0.5701545262154,0.58206615787818,0.56449706094339,0.55779672983893,0.56735363020436,0.5521037243843,0.52379171276567,0.50498498009128,0.52423297532432,0.53548930456477,0.51632158037169,0.49271310960003,0.47914468923575,0.46509866175856,0.45574879663923,0.46719983439394,0.99990672248407,0.8002697685397,0.59135557342586,0.53406506575318,0.47916913950323
' Pandora Kaimakli,Nlch,Salesontotal,Sales % On National Sales,0.12883174563526,0.12505247778329,0.12427240508998,0.1235208268021,0.12547193853623,0.12472254698742,0.12659586050694,0.11354272026104,0.10245992996455,0.09842880896725,0.09442256520753,0.06383127697198,0.06042782770923,0.05418386808566,0.05120779143874,0.05148624027303,0.05115639377541,0.05043340903486,0.0506197186618,0.04856281810339,0.047304762237,0.04510414893506,0.04589573631377,0.04600520946352,0.04422051367521,0.04045863105486,0.03955611469552,0.03801040218184,0.03746389806978,0.03921485481985,0.12529718311838,0.09888520336268,0.05314796018245,0.04716081028582,0.03977252546761
' Pandora Kaimakli,Nlch,Visits,Visits,26106,23152,26229,25843,26178,23597,23275,21675,21199,21083,18998,13560,13232,10930,12068,11912,11566,11023,10605,10289,10738,10697,10313,10621,9850,8613,9100,9458,8916,8829,151105,119790,70731,63263,54766
' Pandora Kaimakli,Nlch,Quantity,Quantity,66585.9200000001,58795.01,66977.8700000001,64503.7800000002,65569.6299999999,58756.5699999999,58692.9699999998,53813.53,51912.69,51714.2699999999,46648.59,32093.9999999999,30928.3,25351.33,27735.07,27302.32,27230.37,25786.04,25234.25,24503.9099999999,25378.9299999999,25610.21,24554.17,25926.53,23795.05,20705.28,21399.51,22227.86,21086.15,20621.05,381188.78,294876.049999999,164333.43,151208,129834.9
' Pandora Kaimakli,Nlch,Avg_basket,Average Basket,4.80873324140108,4.67789262266772,4.82594456517708,4.99386797198576,4.66535793414383,4.62261770564037,4.7653890440385,4.85832018454488,4.44553375159245,4.44454584262249,4.62032424465766,4.91185766961647,4.50082376058037,4.42789112534327,4.32735001657292,4.49164456010754,4.28979941206986,4.15115939399438,4.29027251296555,4.39328020215769,4.22021978021981,4.15996354117975,4.30472995248706,4.86934375294228,4.53579492385796,4.42328689190764,4.5390197802199,4.52384965108916,4.35235755944384,4.29451580020398,4.76943344032355,4.66270523416003,4.36940987685745,4.37267644594786,4.4478125114123
' Pandora Kaimakli,Nlch,Avg_price_item,Average Price Per Item,1.88533536819821,1.84203676468467,1.88987347612024,2.00075918031513,1.86259614397728,1.85647171031249,1.88973960595274,1.95683297490446,1.81537250333219,1.81196331302772,1.88166287555542,2.07530348351715,1.92557948545505,1.90904579759728,1.88290348645242,1.9597041570094,1.82207660050157,1.77453498094317,1.8030391234136,1.84470396765253,1.78560404240842,1.73755428010937,1.8080301635119,1.99476366486374,1.87759975288982,1.84000264666792,1.93018812112992,1.92490730101779,1.8403369036074,1.83871723311863,1.89062553205288,1.89417031325545,1.88064430956016,1.82945763451668,1.87614347143954
' Pandora Kaimakli,Nlch,Avg_quantity,Average Quantity Purchased,2.55059832988585,2.53952185556323,2.55358076937741,2.49598653407113,2.50476086790434,2.49000169513073,2.52171729323307,2.48274648212226,2.44882730317468,2.4528895318503,2.45544741551742,2.36681415929203,2.33738663845224,2.3194263494968,2.29823251574412,2.29200134318334,2.35434636002075,2.33929420303003,2.37946723243753,2.38156380600641,2.36346898863847,2.39414882677386,2.38089498690972,2.44106298841917,2.41574111675127,2.40395680947405,2.3515945054945,2.35016493973356,2.36497868999551,2.33560425869294,2.52267482876145,2.46160823107104,2.32335793357933,2.39014906027219,2.37072088522075
' Pandora Prodromou,All,Sales,Sales,143124.230000025,135601.20000001,159038.170000035,167351.750000037,166071.240000042,151415.520000023,149928.960000015,150616.520000014,152572.479999999,162488.360000001,157393.060000015,168916.990000016,145703.82000001,132918.160000009,154294.200000012,151063.080000008,148271.17000001,141624.920000006,135108.170000005,134626.420000004,147482.320000005,149917.320000001,147466.809999997,164362.130000008,150009.850000005,142521.990000004,154980.400000003,164590.02000001,155901.330000002,144244.610000003,922602.110000175,941916.370000061,873875.350000059,878963.170000024,912248.20000003
' Pandora Prodromou,All,Salesontotal,Sales % On National Sales,0.14688080198325,0.15657307163061,0.15613922206332,0.16017342575984,0.17061594021176,0.17312930775088,0.17112638730698,0.162400239127,0.16587883383627,0.17068080659043,0.16930938646587,0.16188305937102,0.14783947805367,0.14881175216217,0.15129630457485,0.14536486452936,0.15287499749197,0.15609492587214,0.15031619954291,0.14463456958693,0.15395236199272,0.15195562540719,0.1524529026179,0.14620860366882,0.14847519994015,0.15135386167263,0.14841812382297,0.1462172091691,0.15051097073215,0.14918476811797,0.16040212717841,0.16675740556209,0.1502808025874,0.14984933160604,0.14894937645879
' Pandora Prodromou,All,Visits,Visits,22709,21618,24899,24996,25808,23967,23990,23017,24118,25811,24542,24200,22529,20586,24433,22863,23615,22988,22236,21121,23787,24499,23989,24179,23099,22858,24699,25022,24439,23349,143997,145678,137014,139811,143466
' Pandora Prodromou,All,Quantity,Quantity,63694.87,61224.35,69918.0199999999,68679.2800000001,73541.8099999997,65556.8299999996,64793.2299999999,62651.6,66997.0899999998,70903.1399999999,68004.67,67917.9200000001,62929.0900000002,57067.78,67761.67,64690.6699999999,65932.4799999999,63797.73,61234.2499999999,59006.4100000001,66903.2399999999,68306.9,66384.4700000001,66440.39,65530.5699999999,62580.21,66874.3299999999,68645.3899999999,67842.93,63764.5099999998,402615.159999999,401267.65,382179.42,388275.66,395237.939999999
